117,2.11986,0.961661,1.81422,-2.13051,-0.305644,-3.09217,3.10723,90.2946,76.5573
1063,-3.02762,0.363521,1.50638,-0.486713,-1.74918,-0.850234,1.94488,61.3495,53.4022
1320,2.77374,1.65218,0.221876,-1.46962,-2.55186,-3.12181,4.03208,90.1504,77.6556
1334,-1.8894,1.75668,0.960658,-0.506399,2.85006,-2.26308,3.63928,14.1917,13.6693
1416,3.04048,1.06711,0.567179,-1.01536,-2.4733,-2.08247,3.23325,55.9327,62.6927
1771,0.276894,1.68163,1.02198,-0.686819,0.745086,-2.36845,2.48289,77.9065,98.474
2947,-1.0859,0.185324,2.51419,-0.767304,-2.6831,-0.952628,2.84719,58.8825,48.405
2984,2.6601,1.09239,-0.760712,-2.27452,2.86237,-3.36691,4.41919,60.9218,41.6433
3014,2.82124,1.75036,-2.58571,-0.614385,0.876235,-2.36475,2.52187,68.6112,56.554
3373,-2.337,0.58746,0.839057,-0.819274,-3.10713,-1.40673,3.41074,3.60093,2.86088
3795,1.97059,1.13193,3.09454,-0.109612,1.12395,-1.24154,1.67472,66.8137,76.0008
4060,-0.12435,0.17238,0.759464,-0.828664,0.883813,-1.00104,1.33537,89.32,66.3071
4253,-0.0358023,1.63754,2.13221,-1.7835,2.16801,-3.42105,4.05017,86.8625,69.5482
4863,0.684131,0.969123,-0.440428,-2.38907,-1.12456,-3.35819,3.54148,82.9756,68.9851
4983,2.73866,1.61939,2.26001,-0.0670816,-0.478652,-1.68647,1.75308,52.6502,34.5027
5977,1.6748,0.751192,2.42674,-0.0189838,0.751939,-0.770175,1.07637,60.9218,50.4159
6000,-1.60606,1.43873,-0.651475,-0.258554,0.954583,-1.69728,1.9473,68.6112,54.5644
7305,2.1287,0.154105,2.34036,-1.12479,0.211659,-1.2789,1.2963,68.3275,50.8292
7408,0.309759,1.35793,-2.80912,-0.28102,-3.11888,-1.63895,3.52329,86.8625,67.3396
7463,-0.290648,1.37797,-2.1901,-0.416866,-1.89945,-1.79483,2.6133,53.7387,54.4917
7466,-0.968579,0.551384,-1.32276,-0.0457941,-0.354176,-0.597178,0.694308,64.4011,57.702
7549,0.647034,2.13063,1.16594,-1.86235,0.51891,-3.99298,4.02655,90.2946,88.8632
7632,-1.37893,2.00024,0.240858,-0.276676,1.61979,-2.27691,2.79429,86.8625,79.4497
8393,0.344693,2.03671,-2.09271,-1.56896,-2.43741,-3.60567,4.35221,53.1821,59.2408
8730,-0.121292,1.40008,2.2401,-0.543602,2.36139,-1.94368,3.05844,82.5564,60.2741
8733,-0.335474,0.89022,-1.72109,-2.32659,-1.38561,-3.21681,3.50254,59.4772,49.1079
8867,2.30814,1.83462,-3.05097,-1.07453,0.924069,-2.90915,3.05239,89.0565,78.4454
9275,1.22552,1.0171,-0.515536,-1.11533,-1.74106,-2.13243,2.75291,74.8573,94.0103
9526,-2.67367,0.466398,-2.165,-2.12369,0.508665,-2.59009,2.63957,55.9327,23.3348
9948,2.18137,0.943743,-0.987801,-2.11763,3.11401,-3.06138,4.36682,90.0174,71.8357
10229,2.20875,0.837978,2.65204,-1.87193,0.44329,-2.7099,2.74592,73.6499,70.8599
10231,-2.40102,1.58794,2.59224,-0.198139,-1.28992,-1.78608,2.20318,86.8625,67.4255
10284,-3.025,2.22051,-0.892687,-0.247057,2.13232,-2.46757,3.26124,102.616,89.4335
10376,-1.16586,0.625145,-1.15084,-0.147044,0.0150239,-0.772189,0.772335,0.889305,0.612137
11289,0.0835594,0.492231,-1.73671,-0.135722,-1.82027,-0.627953,1.92554,90.1504,88.4256
11483,-0.414811,0.692632,-0.683546,-1.9403,-0.268735,-2.63294,2.64661,2.12295,1.65408
11751,-0.835669,2.31258,1.37555,-2.02592,2.21122,-4.33849,4.8695,61.3495,38.2316
12291,1.41275,1.82611,1.55383,-0.958413,0.141082,-2.78452,2.78809,60.9218,49.5477
12505,-1.15848,1.69954,0.846886,-0.383814,2.00536,-2.08336,2.89169,84.49,78.3952
12532,0.0927834,0.5983,-0.879161,-1.04744,-0.971944,-1.64574,1.91132,88.8931,70.9992
12534,1.35197,1.44505,-1.80716,-1.78105,3.12406,-3.2261,4.49082,59.4772,47.8266
12698,1.81443,0.0111077,-0.113396,-2.16158,-1.92783,-2.17269,2.90467,40.2982,34.5856
13040,0.226437,0.479093,-0.868779,-1.53754,-1.09522,-2.01663,2.29484,74.8573,64.5938
13453,2.82187,0.890098,1.74295,-1.73438,-1.07892,-2.62448,2.8376,53.7387,43.1653
13568,1.66926,0.502752,2.81854,-1.67463,1.14929,-2.17738,2.46209,90.1504,68.4273
13986,1.13269,1.05314,-1.8902,-1.88414,-3.02288,-2.93728,4.21491,14.1917,18.9605
14284,2.02104,0.0401594,1.32605,-0.193588,-0.694986,-0.233748,0.733242,61.3495,48.5791
14503,1.40624,1.11024,2.11807,-1.36734,0.711832,-2.47758,2.57781,67.4886,55.3102
15036,-2.34104,0.677701,-2.79268,-0.293918,-0.451636,-0.971619,1.07146,89.9965,73.6784
15045,-1.18645,0.169709,-0.174037,-1.49994,1.01241,-1.66965,1.95261,90.2946,78.1437
15200,-3.02368,0.667593,0.0268195,-1.90839,3.0505,-2.57598,3.99265,68.6112,97.0676
15451,1.76974,0.711394,-0.811931,-0.858944,-2.58167,-1.57034,3.02175,56.2076,51.1835
15508,-0.454311,0.543635,0.360399,-1.07816,0.814711,-1.6218,1.81493,60.9218,49.8865
15545,-2.7469,1.22021,1.83539,-0.449725,-1.70089,-1.66994,2.38364,2.12295,1.7951
15691,-3.13801,2.32184,-2.93973,-2.14031,0.198285,-4.46215,4.46656,14.0498,10.9849
16306,-0.719844,1.96964,-1.73241,-0.769181,-1.01257,-2.73882,2.92,90.151,70.0772
16343,-0.527609,1.23458,-2.9548,-0.140834,-2.42719,-1.37542,2.78981,106.152,107.931
16447,-2.69126,2.28191,-1.44216,-0.148407,1.2491,-2.43032,2.73253,108.873,81.938
16519,-0.254772,1.12513,-1.03502,-0.774471,-0.780247,-1.8996,2.0536,88.8931,71.4464
17501,1.78741,1.67871,-2.91336,-1.08862,1.58242,-2.76732,3.18781,59.4772,47.7192
